Name,Phone,Address,Email,Location
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,New Hampshire
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,New Hampshire
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,New Hampshire
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,New Hampshire
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,New Hampshire
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,New Hampshire
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,New Hampshire
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,New Hampshire
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,New Jersey
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,New Jersey
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,New Jersey
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,New Jersey
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,New Jersey
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,New Jersey
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,New Jersey
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,New Jersey
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,New Jersey
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,New Jersey
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,New Jersey
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,New Jersey
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,New Jersey
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,New Jersey
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,New Jersey
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,New Jersey
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,New Jersey
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,New Jersey
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,New Jersey
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,New Jersey
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,New Jersey
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,New Jersey
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,New Jersey
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,New Jersey
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,New Jersey
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,New Jersey
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,New Jersey
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,New Jersey
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,New Jersey
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,New Jersey
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,New Jersey
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,New Jersey
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,New Jersey
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,New Jersey
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,New Jersey
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,New Mexico
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,New Mexico
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,New Mexico
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,New Mexico
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,New Mexico
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,New Mexico
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,New Mexico
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,New Mexico
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,New Mexico
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,New Mexico
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,New Mexico
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,New Mexico
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,New Mexico
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,New Mexico
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,New Mexico
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,New Mexico
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,New Mexico
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,New Mexico
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,New Mexico
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,New Mexico
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,New Mexico
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,New Mexico
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,New Mexico
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,New Mexico
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,New Mexico
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,New Mexico
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,New Mexico
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,New Mexico
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,New Mexico
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,New Mexico
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,New Mexico
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,New Mexico
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,New Mexico
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,New Mexico
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,New Mexico
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,New York
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,New York
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,New York
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,New York
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,New York
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,New York
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,New York
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,New York
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,New York
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,New York
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,New York
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,New York
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,New York
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,New York
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,New York
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,New York
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,New York
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,New York
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,New York
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,New York
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,New York
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,New York
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,New York
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,New York
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,New York
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,New York
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,New York
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,New York
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,New York
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,New York
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,New York
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,New York
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,New York
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,New York
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,New York
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,North Carolina
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,North Carolina
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,North Carolina
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,North Carolina
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,North Carolina
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,North Carolina
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,North Carolina
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,North Carolina
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,North Carolina
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,North Carolina
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,North Carolina
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,North Carolina
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,North Carolina
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,North Carolina
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,North Carolina
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,North Carolina
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,North Carolina
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,North Carolina
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,North Carolina
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,North Carolina
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,North Carolina
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,North Carolina
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,North Carolina
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,North Carolina
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,North Carolina
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,North Carolina
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,North Carolina
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,North Carolina
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,North Carolina
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,North Carolina
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,North Carolina
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,North Carolina
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,North Carolina
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,North Carolina
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,North Carolina
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,North Dakota
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,North Dakota
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,North Dakota
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,North Dakota
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,North Dakota
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,North Dakota
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,North Dakota
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,North Dakota
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,North Dakota
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,North Dakota
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,North Dakota
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,North Dakota
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,North Dakota
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,North Dakota
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,North Dakota
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,North Dakota
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,North Dakota
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,North Dakota
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,North Dakota
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,North Dakota
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,North Dakota
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,North Dakota
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,North Dakota
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,North Dakota
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,North Dakota
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,North Dakota
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,North Dakota
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,North Dakota
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,North Dakota
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,North Dakota
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,North Dakota
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,North Dakota
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,North Dakota
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,North Dakota
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,North Dakota
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Ohio
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Ohio
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Ohio
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Ohio
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Ohio
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Ohio
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Ohio
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Ohio
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Ohio
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Ohio
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Ohio
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Ohio
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Ohio
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Ohio
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Ohio
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Ohio
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Ohio
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Ohio
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Ohio
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Ohio
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Ohio
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Ohio
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Ohio
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Ohio
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Ohio
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Ohio
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Ohio
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Ohio
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Ohio
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Ohio
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Ohio
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Ohio
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Ohio
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Ohio
GoHealth Urgent Care Park Slope,(516) 531-2364,"365 Flatbush Ave, Brooklyn, NY 11238",N/A,Ohio
CityMD Tribeca,(212) 335-0594,"87 Chambers St, New York, NY 10007",N/A,Oklahoma
CityMD Fulton,(212) 271-4896,"138 Fulton St, New York, NY 10038",N/A,Oklahoma
NYU Langone Medhattan Medical Care,(646) 461-2544,"106 Liberty St, New York, NY 10006",N/A,Oklahoma
CityMD Lower East Side (Delancey Street),(212) 609-2541,"138 Delancey St, New York, NY 10002",N/A,Oklahoma
CityMD West Village,(212) 219-2659,"331 Avenue of the Americas, New York, NY 10014",N/A,Oklahoma
UMD Urgent Medical Care Montague,(718) 522-3383,"109 Montague St, Brooklyn, NY 11201",N/A,Oklahoma
CityMD Brooklyn Heights,(646) 346-7918,"135 Montague St, Brooklyn, NY 11201",N/A,Oklahoma
GoHealth Urgent Care Greenwich Village,(212) 897-1991,"41 E 8th St, New York, NY 10003",N/A,Oklahoma
Mount Sinai Doctors Brooklyn Heights Urgent Careâ,(929) 210-6300,"300 Cadman Plz W, Brooklyn, NY 11201",N/A,Oklahoma
ProHealth Urgent Care Brooklyn Heights,(347) 335-0062,"26 Court St, Brooklyn, NY 11242",N/A,Oklahoma
CityMD W14th (5th & 6th Ave),(212) 390-0558,"14 W 14th St, New York, NY 10011",N/A,Oklahoma
New York Doctors Urgent Care,(212) 414-2800,"65 W 13th St, New York, NY 10011",N/A,Oklahoma
CityMD E14th (2nd & 3rd Ave),(212) 561-04,"216 E 14th St, New York, NY 10003",N/A,Oklahoma
Mount Sinai Urgent Care Union Square,(212) 844-6000,"10 Union Sq E, New York, NY 10003",N/A,Oklahoma
UMD Urgent Medical Care Union Square,(212) 242-4333,"110 W 14th St, New York, NY 10011",N/A,Oklahoma
PM Pediatrics Cobble Hill Brooklyn,(718) 246-5437,"240 Atlantic Ave, Brooklyn, NY 11201",N/A,Oklahoma
GoHealth Urgent Care Gramercy,(212) 420-0222,"176 3rd Ave, New York, NY 10003",N/A,Oklahoma
CityMD Cobble Hill,(718) 280-5362,"228 Court St # 230, Brooklyn, NY 11201",N/A,Oklahoma
Astrahealth Center Hoboken,(201) 464-8888,"93-95 Hudson St, Hoboken, NJ 07030",N/A,Oklahoma
MedRite Urgent Care Lower Manhattan,(212) 826-7777,"380 2nd Ave, New York, NY 10010",N/A,Oklahoma
ProHealth Urgent Care Gramercy,(646) 998-4126,"291 3rd Ave, New York, NY 10010",N/A,Oklahoma
CityMD E23rd,(646) 518-0163,"212 E 23rd St, New York, NY 10010",N/A,Oklahoma
CityMD W23rd (5th & 6th Ave),(646) 596-9267,"37 W 23RD ST, New York, NY 10010",N/A,Oklahoma
CityMD Boerum Hill (Bkln),(718) 530-1144,"457 Atlantic Ave, Brooklyn, NY 11217",N/A,Oklahoma
GoHealth Urgent Care Chelsea,(212) 897-1994,"225 W 23rd St, New York, NY 10011",N/A,Oklahoma
ProHealth Urgent Care Stuyvesant,(631) 923-2450,"348 W 23rd St, New York, NY 10011",N/A,Oklahoma
Prompt MD Hoboken,(201) 222-8411,"309 1st St, Hoboken, NJ 07030",N/A,Oklahoma
GoHealth Urgent Care Williamsburg,(347) 801-2136,"145 Kent Ave, Brooklyn, NY 11249",N/A,Oklahoma
UMD Urgent Medical Care Williamsburg,(347) 987-4144,"633 Driggs Ave, Brooklyn, NY 11211",N/A,Oklahoma
Midtown NY Doctors Urgent Care,(212) 684-4700,"205 Lexington Ave, New York, NY 10016",N/A,Oklahoma
CityMD West 33rd,(646) 647-1249,"5 Penn Plz, New York, NY 10001",N/A,Oklahoma
CityMD E37th (3rd Ave),(212) 729-4669,"561 3rd Ave, New York, NY 10016",N/A,Oklahoma
CityMD Prospect Heights,(718) 656-1290,"288 Flatbush Ave, Brooklyn, NY 11217",N/A,Oklahoma
ProHealth Urgent Care Greenpoint,(347) 987-4040,"833 Manhattan Ave, Brooklyn, NY 11222",N/A,Oklahoma
